listing_id,creation_date,loan_paid_date,first_installement_date,loan_paid_status,confirm_status,username,listing_title,listing_category,credit_score,job_loss_insurance,loan_amount,loan_period,effective_rate,preferred_rate,amount_outstanding,monthly_installment,principal_repaid,interest_paid,arrears,loan_status,type,gender,post_town,age,education,employment_status,occupation,employ_how_long,years_working_in_total,dependants,marital_status,credit_check_date,monthly_income,monthly_expenses,available_income,dti,outstanding_debts,last_debt_date
28130,2019-06-03,2019-06-04,2019-07-04,1,1,41656392,"""28130-Refinansavimas",Consolidation of Other Loans,B,0,1600,24,0.13,0.13,1432.71,81.31,167.29,50.21,0.0,ok,FR,Male,Vilnius,48,Vocational education,Employed,Autoelektrikas / Electrician,24,20,2,Married,2019-06-03 00:00:00,661,0,661,0.123,0,2011-03-24 00:00:00
28129,2019-06-03,2019-06-05,2019-07-05,1,1,Egle34,"""28129-Refinansavimui",Consolidation of Other Loans,D,0,4605,47,0.27,0.27,4513.14,185.69,91.86,206.2,0.0,ok,FR,Female,Tauragė,34,Vocational education,Employed,Slaugytojos padėjėja /  Nurse assistant,72 or more,14,2,Married,2019-06-03 00:00:00,670,82,588,0.3995,0,2018-08-15 00:00:00
28125,2019-06-03,2019-06-04,2019-07-04,1,1,Stelajan,"""28125-Vartojimo",Other Purposes,B,0,2180,36,0.14,0.14,2045.41,81.95,134.59,74.75,0.0,ok,FR,Female,Kauno r.,48,High school,Employed,Pagalbinė darbuotoja / Assistant worker,12,15,0,Married,2019-06-03 00:00:00,437,79,358,0.3683,0,2012-10-30 00:00:00
28124,2019-06-03,2019-06-03,2019-07-03,1,1,Mantielis11,"""28124-Automobiliui",Car,B,0,495,24,0.13,0.13,443.24,25.15,51.76,15.53,0.0,ok,FR,Male,Plungė,28,Graduate,Employed,Inžinierius / Engineer,24,8,1,Married,2019-06-03 00:00:00,1361,143,1218,0.1236,0,2015-02-06 00:00:00
28123,2019-06-03,2019-06-04,2019-07-04,1,1,Gyntardx,"""Vartojimui",Other Purposes,D,0,1950,24,0.25,0.25,322.3299999999999,113.7,1627.67,8.83,113.7,late,FR,Male,Švenčionių r.,24,High school,Employed,Šaltkalvis / Locksmith,9,3,0,Single,2019-06-03 00:00:00,430,39,391,0.3551,0,-
28120,2019-06-03,2019-06-04,2019-07-04,1,3,Alfredas71,"""28120-Automobiliui",Car,B,0,2100,60,0.17,0.17,0.0,2103.61,2100.0,88.46,0.0,ok,FR,Male,Biržų r. sav,48,Vocational education,Employed,Medžio apdirbėjas / Wood processing worker,12,17,4,Married,2019-06-03 00:00:00,401,100,301,0.3995,0,2016-12-15 00:00:00
28109,2019-06-02,2019-06-04,2019-07-04,1,1,Ramas80,"""28109-Remontas",Home Improvements,B,0,3265,30,0.14,0.14,3009.05,140.56,255.95,111.32,0.0,ok,FR,Male,Druskininkai,39,Vocational education,Employed,Specialiosios technikos vairuotojas / Special machinery driver,48,16,1,Married,2019-06-02 00:00:00,1133,0,1133,0.1241,0,-
28108,2019-06-02,2019-06-04,2019-07-03,1,1,tamo1,"""28108-Vartojimo",Other Purposes,C,0,775,12,0.19,0.19,600.06,74.34,174.94,34.08,0.0,ok,FR,Male,Panevežys,44,High school,Employed,Statybininkas / Construction worker,9,15,1,Married,2019-06-02 00:00:00,812,116,696,0.2344,0,-
28085,2019-06-01,2019-06-03,2019-07-02,1,1,Kestas1997,"""28085-Automobilis",Car,D,0,1655,45,0.27,0.27,1655.0,68.1,0.0,0.0,204.3,default,FR,Male,Balbieriškis,22,Vocational education,Employed,Technikos priežiūros darbuotojas / Maintenance technician,9,3,0,Single,2019-06-01 00:00:00,393,79,314,0.3743,0,-
28084,2019-06-01,2019-06-04,2019-07-04,1,1,92178929,"""28084-Refinansavimas",Consolidation of Other Loans,A,0,1800,15,0.12,0.12,1471.02,134.69,328.98,50.74,0.0,ok,FR,Male,Kaunas,53,Vocational education,Employed,Sandelininkas / Warehouse worker,72 or more,33,0,Married,2019-06-01 00:00:00,906,0,906,0.1487,0,-
28083,2019-06-01,2019-06-04,2019-07-04,1,1,Saulyte3424,"""28083-Vartojimo",Other Purposes,C,0,500,24,0.2,0.2,451.46,27.39,48.54,24.2,0.0,ok,FR,Female,Utena,42,Vocational education,Employed,Vadybininkė / Manager,72 or more,18,0,Married,2019-06-01 00:00:00,601,206,395,0.3883,0,2018-08-24 00:00:00
28080,2019-06-01,2019-06-04,2019-07-04,1,1,62775937,"""28080-Refinansavimas",Consolidation of Other Loans,D,0,1035,36,0.26,0.26,1001.58,47.17,33.42,44.5,0.0,ok,FR,Female,Šiaulių r. sav. Kairių sen. Eimučių k.,22,Vocational education,Employed,Baldų apmušėja / Furniture upholstered,9,3,0,Single,2019-06-01 00:00:00,487,65,422,0.2303,0,-
28075,2019-06-01,2019-06-03,2019-07-03,1,1,Hugo1313,"""28075-Vartojimo",Other Purposes,C,0,1105,58,0.22,0.22,1087.35,36.16,17.65,40.36,36.16,late,FR,Male,Kaunas,22,High school,Employed,Policijos pareigūnas / Police officer,9,1,0,Single,2019-06-01 00:00:00,743,0,743,0.0487,0,-
28066,2019-06-01,2019-06-05,2019-07-05,1,1,Jj22,"""28066-Vartojimo",Other Purposes,D,0,885,30,0.26,0.26,847.04,44.96,37.96,37.95,0.0,ok,FR,Female,Joniškis,56,Vocational education,Employed,Kepėja / Baker,60,30,1,Married,2019-06-01 00:00:00,853,91,762,0.1594,0,2018-09-06 00:00:00
28052,2019-06-03,2019-06-06,2019-07-06,1,1,UNIKALAS,"""28052-Vartojimui",Other Purposes,B,0,2500,60,0.17,0.17,2432.62,71.69,67.38,105.31,0.0,ok,FR,Male,Klaipėda,24,High school,Employed,Vairuotojas / Driver,9,3,0,Single,2019-05-28 00:00:00,621,0,621,0.1154,0,2017-11-29 00:00:00
28051,2019-05-31,2019-06-04,2019-07-04,1,1,stase78,"""28051-Vartojimui",Other Purposes,C,0,665,30,0.21,0.21,633.85,31.35,31.15,23.01,0.0,ok,FR,Female,Kaišiadorių r. sav.,41,High school,Employed,Pardavėjas /Seller,72 or more,20,1,Married,2019-05-30 00:00:00,1444,492,952,0.3624,0,2017-10-28 00:00:00
28049,2019-05-31,2019-06-05,2019-07-05,1,1,kciu,"""28049-Paskolų refinansavimui",Consolidation of Other Loans,D,0,4500,47,0.27,0.27,4410.23,181.46,89.77,201.51,0.0,ok,FR,Male,Prienai,23,High school,Employed,Sandėlio darbuotojas / Warehouse worker,15,4,0,Single,2019-05-31 00:00:00,570,0,570,0.3184,0,2019-02-19 00:00:00
28043,2019-05-31,2019-06-14,2019-07-14,1,1,bbrone,"""28043-Refinansavimui + namų remontui",Consolidation of Other Loans,B,0,6695,48,0.15,0.15,6516.39,210.35,178.61,166.27,0.0,ok,FR,Female,Lentvaris,59,High school,Employed,Slaugytoja / Nurse,36,37,0,Married,2019-05-31 00:00:00,972,0,972,0.2164,0,-
28039,2019-05-31,2019-06-03,2019-07-03,1,1,Rakutis88,"""28039-Automobiliui",Car,C,0,2205,24,0.2,0.2,1990.95,120.8,214.05,106.74,0.0,ok,FR,Male,Alytaus r.,24,High school,Employed,Inžinierius / Engineer,3,4,0,Single,2019-05-31 00:00:00,2090,84,2006,0.098,0,2018-01-12 00:00:00
28028,2019-05-31,2019-06-04,2019-07-04,1,1,Mamyte1,"""28028-Namų remontui",Home Improvements,A,0,1500,24,0.12,0.12,1447.49,74.71,52.51,15.0,74.71,late,FR,Female,Klaipėdos r.,49,Vocational education,Employed,Kepėja / Baker,24,30,3,Married,2019-05-31 00:00:00,1087,83,1004,0.1451,0,2017-09-05 00:00:00
28025,2019-05-31,2019-06-04,2019-07-03,1,1,Exceler,"""28025-Vartojimui",Other Purposes,B,0,1500,39,0.15,0.15,1500.0,54.05,0.0,0.0,162.15,default,FR,Male,Šiauliai,29,Vocational education,Employed,Sandėlio darbuotojas / Warehouse worker,3,8,0,Single,2019-05-31 00:00:00,415,108,307,0.3905,0,-
28021,2019-05-31,2019-06-03,2019-07-03,1,3,Dalia65,"""28021-Atostogoms",Holidays/Travelling,B,0,1420,12,0.13,0.13,0.0,1443.47,1420.0,15.38,0.0,ok,FR,Female,Vilnius,54,Graduate,Employed,Vedėja / Manager,36,34,0,Divorced,2019-05-31 00:00:00,553,0,553,0.2377,0,2012-11-20 00:00:00
28017,2019-05-31,2019-06-04,2019-07-04,1,1,jiva,"""28017-Vartojimui",Other Purposes,B,0,860,39,0.15,0.15,829.05,30.99,30.95,21.31,0.0,ok,FR,Female,Klaipėdos r.,41,Vocational education,Employed,Operatorė / Operator,72 or more,15,1,Single,2019-05-31 00:00:00,593,183,410,0.3609000000000001,0,2015-06-12 00:00:00
28014,2019-05-31,2019-06-04,2019-07-03,1,1,Panterag,"""28014-Paskolų refinansavimui",Consolidation of Other Loans,D,0,1120,33,0.26,0.26,1078.48,53.68,41.52,48.09,53.68,late,FR,Female,Kaunas,27,High school,Employed,Vadybininkė / Manager,6,7,0,Single,2019-05-31 00:00:00,753,163,590,0.2878,0,2019-03-15 00:00:00
28006,2019-05-31,2019-06-04,2019-07-04,1,1,Vida68,"""Medicininėms išlaidoms",Medical expenses,D,0,780,24,0.25,0.25,733.36,45.48,46.64,32.02,0.0,ok,FR,Female,Vilnius,51,Vocational education,Employed,Kambarinė / Maid,12,25,2,Divorced,2019-05-31 00:00:00,534,0,534,0.0852,0,2018-11-10 00:00:00
28001,2019-05-30,2019-06-03,2019-07-03,1,1,arunas67,"""28001-Automobiliui",Car,B,0,4350,60,0.17,0.17,4232.75,124.74,117.25,183.24,0.0,ok,FR,Male,Kauno r. sav.,52,High school,Employed,Skardininkas / Tinman,72 or more,20,1,Married,2019-05-30 00:00:00,959,248,711,0.3887,0,-
27987,2019-05-30,2019-05-31,2019-07-01,1,1,Zasiukas1980,"""27987-Refinansavimui + vartojimui",Consolidation of Other Loans,C,0,950,18,0.2,0.2,817.56,65.14,132.44,45.32,0.0,ok,FR,Male,Šiauliai,39,High school,Employed,Operatorius / Operator,3,15,1,Single,2019-05-29 00:00:00,336,0,336,0.1939,0,2017-03-16 00:00:00
27984,2019-05-30,2019-05-31,2019-07-01,1,1,kestutisr,"""27984-Vartojimui",Other Purposes,A,0,2500,18,0.12,0.12,2127.86,159.23,372.14,71.32,0.0,ok,FR,Male,Šalčininkų r.,51,High school,Employed,Operatorius / Operator,60,32,0,Married,2017-03-15 00:00:00,1196,0,1196,0.1331,0,2014-10-21 00:00:00
27983,2019-05-30,2019-06-03,2019-07-03,1,1,rasasa,"""27983-Vartojimui",Other Purposes,C,0,5500,30,0.21,0.21,5108.9,259.29,391.1,282.01,0.0,ok,FR,Female,Anykščių r.,35,Vocational education,Employed,Pakuotoja / Packing operator,9,12,0,Single,2019-05-30 00:00:00,1836,195,1641,0.2474,0,2017-03-01 00:00:00
27980,2019-05-30,2019-05-30,2019-06-30,1,1,vastrukovs,"""27980-Vartojimui",Other Purposes,D,0,340,12,0.25,0.25,291.07,33.92,48.93,13.66,33.92,late,FR,Female,Vilnius,28,Graduate,Employed,Mokytojos padejėja / Assistant teacher,18,4,1,Married,2019-05-30 00:00:00,1500,360,1140,0.2626,0,2017-03-17 00:00:00
27969,2019-05-30,2019-05-31,2019-07-01,1,1,Baciukas,"""27969-Vartojimui",Other Purposes,B,0,765,12,0.13,0.13,587.62,70.81,177.38,22.97,0.0,ok,FR,Male,Gargždai,32,Vocational education,Employed,Statybininkas / Construction worker,15,8,2,Married,2019-05-30 00:00:00,1259,0,1259,0.0562,0,-
27968,2019-05-30,2019-06-03,2019-07-01,1,1,Tomas800,"""27968-Namų remontui",Home Improvements,B,0,3050,60,0.17,0.17,2967.79,87.46,82.21,128.48,0.0,ok,FR,Male,Kaunas,39,Vocational education,Employed,Direktorius / Director,9,19,2,Single,2019-05-30 00:00:00,402,72,330,0.3967,0,2013-09-20 00:00:00
27965,2019-05-30,2019-06-03,2019-07-03,1,1,rpys,"""27965-Paskolų refinansavimui",Consolidation of Other Loans,C,0,2100,39,0.22,0.22,1999.96,84.68,100.04,113.69,0.0,ok,FR,Male,Mažeikiai,40,Vocational education,Employed,Šaltkalvis / Locksmith,72 or more,16,1,Divorced,2019-05-30 00:00:00,676,185,491,0.3989,0,-
27962,2019-05-30,2019-05-30,2019-06-30,1,1,Vaidas881027,"""27962-Vartojimui",Other Purposes,B,0,335,12,0.13,0.13,257.32,31.01,77.68,10.05,0.0,ok,FR,Male,Klaipėdos r. sav.,30,High school,Employed,Vairuotojas / Driver,18,10,0,Single,2019-05-30 00:00:00,696,111,585,0.204,0,2014-10-06 00:00:00
27959,2019-05-30,2019-06-03,2019-07-03,1,1,Lizdukas,"""Automobiliui",Car,C,0,2535,36,0.21,0.21,2396.37,105.96,138.63,130.69,0.0,ok,FR,Male,Vilkaviškis,32,Vocational education,Employed,Vairuotojas / Driver,3,10,1,Single,2019-05-30 00:00:00,374,0,374,0.2833,0,2017-08-30 00:00:00
27956,2019-05-30,2019-05-31,2019-07-01,1,1,Jolita70,"""Vartojimui",Other Purposes,A,0,325,12,0.11,0.11,248.74,29.6,76.26,8.25,0.0,ok,FR,Female,Panevėžys,49,High school,Employed,Pardavėjas / Seller,60,22,0,Divorced,2019-05-30 00:00:00,491,29,462,0.1194,0,-
27950,2019-05-29,2019-06-04,2019-07-04,1,1,killergruzis,"""27950-Automobilis",Car,B,0,5435,60,0.17,0.17,5288.5,155.85,146.5,228.95,0.0,ok,FR,Male,Vilnius,34,High school,Employed,Vairuotojas / Driver,36,15,0,Single,2019-05-29 00:00:00,1294,156,1138,0.241,0,-
27938,2019-05-29,2019-05-30,2019-06-30,1,1,Julita90,"""27938-Refinansavimui",Consolidation of Other Loans,D,0,1500,24,0.25,0.25,1363.5,87.46,136.5,90.96,0.0,ok,FR,Female,Jonava,28,Vocational education,Employed,Baldų gamintoja / Furniture producer,9,5,2,Divorced,2019-05-29 00:00:00,492,0,492,0.1778,0,2017-09-12 00:00:00
27936,2019-05-29,2019-05-31,2019-07-01,1,3,genute50,"""27936-Vartojimui",Other Purposes,C,0,330,28,0.21,0.21,0.0,329.32,330.0,11.41,0.0,ok,FR,Female,Kaišiadorys,57,Graduate,Employed,Bendrosios praktikos slaugytoja / Nurse,72 or more,36,0,Divorced,2019-05-29 00:00:00,520,191,329,0.3987,0,2017-07-04 00:00:00
27928,2019-05-29,2019-06-03,2019-07-03,1,1,kartinka,"""27928-Refinansavimas",Consolidation of Other Loans,B,0,3400,24,0.13,0.13,3164.94,172.78,235.06,72.4,172.78,late,FR,Female,Šiauliai,44,Vocational education,Employed,Buhalterė / Accountant,72 or more,20,2,Married,2019-05-29 00:00:00,963,203,760,0.3902,0,-
27919,2019-05-29,2019-06-04,2019-07-04,1,1,killergruzis,"""27919-Automobilis",Car,B,0,5435,60,0.17,0.17,5288.5,155.85,146.5,228.95,0.0,ok,FR,Male,Vilnius,34,High school,Employed,Vairuotojas / Driver,36,15,0,Single,2019-05-29 00:00:00,1294,156,1138,0.241,0,-
27918,2019-05-29,2019-05-31,2019-07-01,1,1,Almantina,"""27918-Automobiliui",Car,B,0,900,19,0.13,0.13,775.86,55.58,124.14,27.92,0.0,ok,FR,Female,Vilnius,27,Graduate,Employed,Vadybininkė / Manager,6,3,0,Single,2019-05-29 00:00:00,453,0,453,0.1227,0,-
27914,2019-05-29,2019-06-03,2019-07-01,1,1,marius19956,"""27914-Refinansavimas",Consolidation of Other Loans,C,0,4250,36,0.21,0.21,4017.6,177.64,232.4,219.13,0.0,ok,FR,Male,Vilkaviškio raj.,23,Vocational education,Employed,Stalius / Joiner,36,3,0,Single,2019-05-29 00:00:00,1730,0,1730,0.1027,0,-
27911,2019-05-29,2019-06-12,2019-07-12,1,1,Astave,"""27911-Refinansavimas",Consolidation of Other Loans,B,0,6425,60,0.17,0.17,6310.69,184.24,114.31,181.24,0.0,ok,FR,Female,Kaišiadorių r.,27,Vocational education,Employed,Apskaitininkė / Accountant,36,4,1,Divorced,2019-05-21 00:00:00,507,0,507,0.3634000000000001,0,-
27909,2019-05-29,2019-05-30,2019-06-30,1,1,kozlo,"""27909-Refinansavimas",Consolidation of Other Loans,B,0,2650,12,0.13,0.13,2035.55,245.28,614.45,79.55,0.0,ok,FR,Female,Vilniaus r.,49,Graduate,Employed,Mokytoja / Teacher,72 or more,25,1,Married,2019-05-29 00:00:00,1161,0,1161,0.2113,0,2012-01-26 00:00:00
27907,2019-05-29,2019-05-29,2019-06-29,1,1,taba,"""27907-Vartojimui",Other Purposes,C,0,1000,48,0.22,0.22,966.0,35.89,34.0,54.38,0.0,ok,FR,Male,Klaipėda,43,Vocational education,Employed,Konsultantas / Consultant,72 or more,20,1,Single,2019-05-29 00:00:00,849,197,652,0.2743,0,2012-05-25 00:00:00
27903,2019-05-29,2019-05-30,2019-06-30,1,1,aisute2010,"""27903-Vartojimui",Other Purposes,B,0,1640,48,0.15,0.15,1573.77,51.53,66.23,60.68,0.0,ok,FR,Female,Klaipėdos r.,25,High school,Employed,Plataus profilio darbuotoja / Auxiliary worker,18,6,1,Single,2019-05-29 00:00:00,679,150,529,0.2968,0,-
27901,2019-05-29,2019-06-03,2019-07-03,1,1,61423443,"""27901-Vartojimo",Other Purposes,C,0,5500,41,0.22,0.22,5340.5,215.36,159.5,200.22,215.36,late,FR,Male,Vilnius,55,High school,Employed,Direktorius / Manager,72 or more,34,0,Married,2019-05-29 00:00:00,854,0,854,0.2522,0,-
27899,2019-05-29,2019-05-30,2019-06-30,1,1,Kirillilona,"""27899-Vartojimo",Other Purposes,B,0,2180,24,0.13,0.13,1952.05,110.78,227.95,68.41,0.0,ok,FR,Female,Grigiškės,38,High school,Employed,Buhalterė / Accountant,24,20,2,Divorced,2019-05-29 00:00:00,383,0,383,0.2892,0,2009-08-25 00:00:00
27891,2019-05-29,2019-05-31,2019-06-29,1,3,Jurateleax,"""27891-Paskolų refinansavimui",Consolidation of Other Loans,B,0,1100,36,0.14,0.14,0.0,1073.43,1100.0,37.71,0.0,ok,FR,Female,Klaipėda,30,Vocational education,Employed,Valytoja / Cleaner,36,3,2,Single,2019-05-28 00:00:00,382,51,331,0.2418,0,2017-05-10 00:00:00
27889,2019-05-29,2019-05-30,2019-06-30,1,1,sakar,"""27889-Vartojimui",Other Purposes,B,0,500,12,0.13,0.13,384.07,46.28,115.93,15.01,0.0,ok,FR,Male,Kaunas,24,Vocational education,Employed,Mechanikas / Mechanic,24,4,0,Single,2019-05-29 00:00:00,625,173,452,0.3508,0,-
27870,2019-05-29,2019-05-31,2019-07-01,1,3,Spokte,"""27870-Vartoti",Other Purposes,D,0,1105,24,0.25,0.25,0.0,1068.87,1105.0,67.0,0.0,ok,FR,Male,Biržai,19,High school,Employed,Plataus profilio darbuotojas / Wide range worker,6,1,0,Single,2019-08-03 00:00:00,409,0,409,0.1575,0,-
27855,2019-05-28,2019-05-30,2019-06-30,1,1,artas73,"""27855-Vartojimo",Other Purposes,D,0,2755,47,0.27,0.27,107.8299999999999,111.09,2647.17,73.83,0.0,ok,FR,Male,Vilnius,54,Post graduate,Employed,Radiotechnikos inžinierius / Radio technology engineer,72 or more,25,0,Married,2019-05-28 00:00:00,1278,397,881,0.3976,0,2018-07-20 00:00:00
27850,2019-05-28,2019-06-10,2019-07-08,1,1,Gytis29,"""27850-Paskolų refinansavimui",Consolidation of Other Loans,B,0,7160,30,0.14,0.14,6789.03,308.23,370.97,164.92,0.0,ok,FR,Male,Alytaus r.,27,Vocational education,Employed,Karininkas / Soldier,24,6,0,Single,2019-05-28 00:00:00,968,0,968,0.3184,0,-
27848,2019-05-28,2019-06-06,2019-07-06,1,1,Susanin,"""27848-Paskola namo remontui",Home Improvements,A,0,3810,60,0.13,0.13,3731.86,98.33,78.14,82.13,0.0,ok,FR,Male,Lentvaris,47,Post graduate,Employed,Specialistas / Specialist,72 or more,29,2,Married,2019-05-28 00:00:00,1438,385,1053,0.3623,0,-
27847,2019-05-29,2019-05-29,2019-06-29,1,1,Sauleja,"""27847-Vartojimui",Other Purposes,D,0,300,24,0.25,0.25,282.06,17.49,17.94,12.32,17.49,late,FR,Female,Kaunas,40,Post graduate,Employed,Vadybininkė / Manager,3,18,1,Single,2019-05-28 00:00:00,292,40,252,0.1969,0,2018-12-28 00:00:00
27841,2019-05-28,2019-05-29,2019-06-29,1,1,De,"""27841-Vartojimo",Other Purposes,D,0,1655,30,0.26,0.26,1546.93,84.07,108.07,105.28,0.0,ok,FR,Female,Pasvalio r.,38,High school,Employed,Melžėja / Milkmaid,15,8,2,Married,2019-05-28 00:00:00,1087,257,830,0.3138,0,2015-12-07 00:00:00
27840,2019-05-28,2019-05-30,2019-06-30,1,1,gija,"""27840-Vartojimui",Other Purposes,C,0,800,27,0.21,0.21,734.24,40.6,65.76,40.87,0.0,ok,FR,Female,Kaunas,20,High school,Employed,Kasininkė / Cashier,18,2,0,Single,2019-05-28 00:00:00,374,107,267,0.3947,0,-
27838,2019-05-28,2019-05-30,2019-06-30,1,1,Mindaugas20,"""27838-Vartojimo",Other Purposes,D,0,2205,33,0.26,0.26,2080.55,105.69,124.45,140.68,0.0,ok,FR,Male,Vilnius,19,High school,Employed,Apsaugos darbuotojas / Security worker,3,1,0,Single,2019-05-28 00:00:00,470,0,470,0.2249,0,-
27835,2019-05-28,2019-05-28,2019-06-28,1,1,mantas86,"""27835-Vartojimo",Other Purposes,B,0,385,12,0.13,0.13,295.73,35.63,89.27,11.55,0.0,ok,FR,Male,Kaunas,32,High school,Employed,Montuotojas / Installer,72 or more,5,2,Divorced,2019-05-22 00:00:00,941,93,848,0.1367,0,2017-06-08 00:00:00
27822,2019-05-28,2019-05-29,2019-06-29,1,1,Dimitrijus93,"""27822-Namų remontui",Home Improvements,B,0,2180,48,0.15,0.15,2091.96,68.49,88.04,80.66,0.0,ok,FR,Male,Šiaulių r.,26,Vocational education,Employed,Montuotojas / Installer,3,7,0,Single,2019-05-28 00:00:00,417,0,417,0.1643,0,-
27802,2019-05-28,2019-05-28,2019-06-28,1,1,Darelis1982,"""27802-Vartojimui",Other Purposes,B,0,300,12,0.13,0.13,230.44,27.77,69.56,9.0,0.0,ok,FR,Male,Kauno r.,37,Vocational education,Employed,Sandėlio darbuotojas / Warehouse worker,36,5,2,Married,2019-05-28 00:00:00,1043,169,874,0.1887,0,2015-07-08 00:00:00
27797,2019-05-28,2019-05-31,2019-07-01,1,1,Arunas82,"""27797-Vartojimui + refinansavimui",Other Purposes,D,0,1950,36,0.26,0.26,1887.04,88.87,62.96,83.83,88.87,late,FR,Male,Šiauliai,36,Vocational education,Employed,Sandėlio darbuotojas /  Warehouse worker,18,12,1,Married,2019-05-28 00:00:00,480,0,480,0.1852,0,2017-07-04 00:00:00
27795,2019-05-28,2019-05-29,2019-06-29,1,1,Raskila12,"""27795-Vartojimui",Other Purposes,B,0,2070,60,0.17,0.17,2014.2,59.36,55.8,87.2,0.0,ok,FR,Female,Vilkaviškio r.,33,Vocational education,Employed,Darbininkė / Worker,6,5,1,Single,2019-05-27 00:00:00,434,80,354,0.3211,0,-
27749,2019-05-27,2019-05-28,2019-06-28,1,1,Irmule530,"""27749-Vartojimui",Other Purposes,D,0,555,12,0.25,0.25,475.13,55.37,79.87,22.3,55.37,late,FR,Male,Kėdainiai,30,High school,Employed,Sandėlio darbuotojas / Warehouse worker,72 or more,10,2,Married,2019-05-27 00:00:00,1964,644,1320,0.3561,0,2018-06-26 00:00:00
27748,2019-05-27,2019-05-28,2019-06-28,1,1,65226511,"""27748-Vartojimui",Other Purposes,C,0,400,12,0.19,0.19,309.72,38.37,90.28,17.59,0.0,ok,FR,Female,Vilnius,45,Graduate,Employed,Slaugytoja / Nurse,72 or more,22,0,Married,2019-05-27 00:00:00,918,254,664,0.3185,0,-
27735,2019-05-27,2019-06-06,2019-07-06,1,1,kristina66,"""27735-Vartojimui",Other Purposes,B,0,4340,38,0.15,0.15,4178.08,159.22,161.92,107.5,0.0,ok,FR,Female,Panevėžys,52,Vocational education,Employed,Auklėtoja / Preceptress,18,20,2,Other,2019-05-27 00:00:00,402,0,402,0.3961,0,2016-04-28 00:00:00
27733,2019-05-27,2019-05-28,2019-06-28,1,1,Darius38,"""27733-Vartojimui",Other Purposes,B,0,1500,48,0.15,0.15,1439.42,47.13,60.58,55.5,0.0,ok,FR,Male,Šalčininkų r.,38,Vocational education,Employed,Vairuotojas / Driver,24,15,0,Single,2019-05-27 00:00:00,492,149,343,0.3986,0,2017-12-20 00:00:00
27732,2019-05-27,2019-05-27,2019-06-27,1,1,Mildaras,"""27732-Vartojimui",Other Purposes,D,0,600,28,0.26,0.26,571.49,31.85,28.51,25.7,31.85,late,FR,Male,Raseinių r.,21,High school,Employed,Siuntų skirstytojas / Distributor of parcels,9,1,0,Single,2019-05-27 00:00:00,745,134,611,0.2226,0,-
27725,2019-05-27,2019-05-28,2019-06-28,1,1,EdvinasVa,"""27725-Vartojimui",Other Purposes,C,0,1000,12,0.19,0.19,851.1800000000001,95.92,148.82,30.5,95.92,late,FR,Male,Klaipėda,21,Vocational education,Employed,Operatorius / Operator,18,2,0,Single,2019-05-27 00:00:00,812,0,812,0.1181,0,-
27724,2019-05-27,2019-05-28,2019-06-28,1,1,23576475,"""27724-Vartojimo",Other Purposes,B,0,1095,24,0.13,0.13,980.51,55.65,114.49,34.36,0.0,ok,FR,Male,Vilnius,48,Graduate,Employed,IT specialistas / IT specialist,72 or more,25,1,Married,2019-05-27 00:00:00,1710,307,1403,0.2121,0,-
27722,2019-05-27,2019-05-28,2019-06-28,1,1,vijazu,"""27722-Pirkiniui",Other Purposes,C,0,885,12,0.19,0.19,685.23,84.89,199.77,38.92,0.0,ok,FR,Female,Kretinga,40,Graduate,Employed,Socialinė darbuotoja / Social worker,72 or more,16,1,Married,2019-05-27 00:00:00,1230,398,832,0.3926,0,-
27715,2019-05-27,2019-05-28,2019-06-28,1,1,Rutytea6,"""27715-Vartojimui",Other Purposes,C,0,2205,24,0.2,0.2,1990.95,120.8,214.05,106.74,0.0,ok,FR,Female,Panevėžys,24,Graduate,Employed,Bendrosios praktikos slaugytoja / Nurse,15,1.5,0,Single,2019-05-27 00:00:00,802,0,802,0.1506,0,-
27713,2019-05-27,2019-05-28,2019-06-28,1,1,vaidosiukas1331,"""27713-Vartojimui",Other Purposes,C,0,500,12,0.19,0.19,387.13,47.96,112.87,21.99,0.0,ok,FR,Female,Marijampolė,40,High school,Employed,Valytoja / Cleaner,72 or more,18,2,Married,2019-05-27 00:00:00,1461,244,1217,0.1998,0,2017-05-29 00:00:00
27712,2019-05-27,2019-05-27,2019-06-27,1,1,mefistofelis,"""27712-Vartojimo",Other Purposes,B,0,450,12,0.13,0.13,345.66,41.65,104.34,13.51,0.0,ok,FR,Female,Šiauliai,41,Post graduate,Employed,Projektų vadovė / Project manager,3,17,0,Single,2019-05-27 00:00:00,686,191,495,0.3391,0,2012-07-03 00:00:00
27685,2019-05-26,2019-05-27,2019-06-27,1,3,Adryla,"""27685-Vartojimui",Other Purposes,B,0,2000,24,0.13,0.13,0.0,1836.0,1836.0,0.0,0.0,ok,FR,Male,Kaunas,48,High school,Employed,Operatorius / Operator,6,10,1,Married,2019-05-26 00:00:00,1013,157,856,0.2553,0,2018-02-22 00:00:00
27665,2019-05-25,2019-05-30,2019-06-30,1,3,ajur,"""27665-Paskolos refinansavimui",Consolidation of Other Loans,C,0,5400,42,0.22,0.22,0.0,5534.1,5400.0,99.0,0.0,ok,FR,Male,Trakų r.,31,Vocational education,Employed,Krovėjas/Charger,9,10,0,Single,2019-05-25 00:00:00,611,31,580,0.392,0,2009-09-01 00:00:00
